Block ID,Type,Code,Name,Catalog Year
RA006340,DEGREE,470B_2,Middle Grades Education Language Arts (GC),2016 - 2018
RA006341,DEGREE,BS_470C_2,Middle Grades Education Mathematics (BS),2019 - 9999
RA006342,DEGREE,BS_470C_2,Middle Grades Education Mathematics (BS),2016 - 2018
RA006343,DEGREE,470C_2,Middle Grades Education Mathematics (GC),2019 - 9999
RA006344,DEGREE,470C_2,Middle Grades Education Mathematics (GC),2016 - 2018
RA006345,DEGREE,BS_470D_2,Middle Grades Education Science (BS),2019 - 9999
RA006346,DEGREE,BS_470D_2,Middle Grades Education Science (BS),2016 - 2018
RA006347,MAJOR,946A,Cert in Career & Technical Education,2023 - 9999
RA006348,MAJOR,446A,Cert in Middle & Secondary Education,2023 - 2023
RA006349,DEGREE,470D_2,Middle Grades Education Science (GC),2019 - 9999
RA006350,DEGREE,470D_2,Middle Grades Education Science (GC),2016 - 2018
RA006351,DEGREE,BS_470E_2,Middle Grades Education Social Studies (BS),2019 - 9999
RA006352,DEGREE,BS_470E_2,Middle Grades Education Social Studies (BS),2016 - 2018
RA006353,DEGREE,470E_2,Middle Grades Education Social Studies (GC),2019 - 9999
RA006354,DEGREE,470E_2,Middle Grades Education Social Studies (GC),2016 - 2018
RA006355,MAJOR,431A,Cert in Instructional Technology Leadership,2023 - 9999
RA006356,DEGREE,BS_456H_2,Career & Tech Edu Agriculture Edu (BS),2019 - 9999
RA006357,DEGREE,456H_2,Career & Tech Edu Agriculture Edu (GC),2019 - 9999
RA006358,DEGREE,BS_456B_2,Career & Tech Edu Bus Fin & Info Tech Edu (BS w),2019 - 9999
RA006359,DEGREE,BS_456B_2,Career & Tech Edu Bus Fin & Info Tech Edu (BS w),2016 - 2018
RA006360,DEGREE,456C_2,Career & Tech Edu Bus Mkt & Entrepren Edu (GC),2019 - 9999
RA006361,DEGREE,456C_2,Career & Tech Edu Bus Mkt & Entrepren Edu (GC),2016 - 2018
RA006362,DEGREE,BS_456C_2,Career & Tech Edu Bus Mkt & Entrepren Edu (BS w),2019 - 9999
RA006363,DEGREE,BS_456C_2,Career & Tech Edu Bus Mkt & Entrepren Edu (BS w),2016 - 2018
RA006364,DEGREE,BS_456D_2,Career & Tech Edu Fam & Consumer Ed (BS w/ Conc),2019 - 9999
RA006365,DEGREE,BS_456D_2,Career & Tech Edu Fam & Consumer Ed (BS w/ Conc),2018 - 2018
RA006366,DEGREE,BS_456D_2,Career & Tech Edu Fam & Consumer Ed (BS w/ Conc),2016 - 2017
RA006367,DEGREE,456D_2,Career & Tech Edu Fam & Consumer Ed (GC),2019 - 9999
RA006368,DEGREE,456D_2,Career & Tech Edu Fam & Consumer Ed (GC),2018 - 2018
RA006369,DEGREE,456D_2,Career & Tech Edu Fam & Consumer Ed (GC),2016 - 2017
RA006370,DEGREE,BS_456E_2,Career & Tech Edu Tech Eng & Des Ed (BS w/ Conc),2019 - 9999
RA006371,DEGREE,BS_456E_2,Career & Tech Edu Tech Eng & Des Ed (BS w/ Conc),2018 - 2018
RA006372,DEGREE,BS_456E_2,Career & Tech Edu Tech Eng & Des Ed (BS w/ Conc),2016 - 2017
RA006373,DEGREE,456E_2,Career & Tech Edu Tech Engineering & Des Ed (GC),2019 - 9999
RA006374,DEGREE,456E_2,Career & Tech Edu Tech Engineering & Des Ed (GC),2018 - 2018
RA006375,DEGREE,456E_2,Career & Tech Edu Tech Engineering & Des Ed (GC),2016 - 2017
RA006376,DEGREE,BS_456F_2,Career & Tech Edu Trade & Indus Edu (BS w/ Conc),2019 - 9999
RA006377,DEGREE,BS_456F_2,Career & Tech Edu Trade & Indus Edu (BS w/ Conc),2018 - 2018
RA006378,DEGREE,BS_456F_2,Career & Tech Edu Trade & Indus Edu (BS w/ Conc),2016 - 2017
RA006379,DEGREE,456F_2,Career & Tech Edu Trade & Industry Edu (GC),2019 - 9999
RA006380,DEGREE,456F_2,Career & Tech Edu Trade & Industry Edu (GC),2018 - 2018
RA006381,DEGREE,456F_2,Career & Tech Edu Trade & Industry Edu (GC),2016 - 2017
RA006382,DEGREE,BS_456G_2,Career & Tech Edu Workforce Edu Dev (BS),2018 - 2018
RA006383,DEGREE,BS_456G_2,Career & Tech Edu Workforce Edu Dev (BS),2019 - 2019
RA006384,DEGREE,456G_2,Career & Tech Edu Workforce Edu Dev (GC),2019 - 2019
RA006385,DEGREE,456G_2,Career & Tech Edu Workforce Edu Dev (GC),2018 - 2018
RA006386,DEGREE,BS_456I_2,Career & Tech Edu Workforce Leadership & Dev (BS),2020 - 9999
RA006387,DEGREE,456I_2,Career & Tech Edu Workforce Leadership & Dev (GC),2020 - 9999
RA006388,MAJOR,305*,Major in Business Administration,2023 - 2024
RA006389,CONC,305J,Conc in Cybersecurity,2023 - 9999
RA006390,OTHER,Z305G_279B,Dual Degree MBA & MPA,2023 - 9999
RA006391,OTHER,Z305G_258A,Dual Degree MBA & MA in Psychology/IOHRM,2023 - 2024
RA006392,OTHER,Z305G_454G,Dual Degree MBA & MA in Higher Ed Comm & Univ Ldr,2023 - 2023
RA006393,CONC,304G,Conc in Cybersecurity,2023 - 9999
RA006394,CONC,145C,Conc in Clinical Psychology,2023 - 2024
RA006395,MAJOR,715A,Major in Psychology,2023 - 2023
RA006396,MAJOR,146A,Cert in Gender Women's and Sexuality Studies,2023 - 9999
RA006397,MINOR,146,Minor in Gender Women's and Sexuality Studies,2023 - 9999
RA006398,MAJOR,125A,Major in School Psychology,2023 - 9999
RA006399,CONC,255F,Conc in Teaching,2023 - 2023
RA006400,OTHER,Z855C_305G,Dual Degree MHA in Leadership & MBA in IDS,2023 - 9999
RA006401,DEGREE,MS_302E,Master of Science,2022 - 9999
RA006402,DEGREE,441A_2,Elementary Education (GC),2019 - 2025
RA006403,DEGREE,441A_2,Elementary Education (GC),2016 - 2018
RA006404,DEGREE,478B_2,Special Education General Curriculum K-12 (GC),2019 - 9999
RA006405,DEGREE,478B_2,Special Education General Curriculum K-12 (GC),2016 - 2018
RA006406,DEGREE,BS_478B_2,Special Education General Curriculum K-12 (BS),2019 - 9999
RA006407,DEGREE,BS_478B_2,Special Education General Curriculum K-12 (BS),2016 - 2018
RA006408,DEGREE,MHA_855D_2,Master of Health Administration,2023 - 9999
RA006410,DEGREE,MHA_855C_2,Master of Health Administration,2020 - 9999
RA006411,DEGREE,510H_2,Child Dev Family & Child Studies (GC),2018 - 2018
RA006412,DEGREE,510H_2,Child Dev Family & Child Studies (GC),2019 - 2025
RA006413,DEGREE,MA_476A_1,Master of Arts,2019 - 2022
RA006414,DEGREE,EDD_702J_1,Doctor of Education,2023 - 9999
RA006415,DEGREE,EDD_702J_1,Doctor of Education,2019 - 2022
RA006416,DEGREE,EDD_702J_1,Doctor of Education,2018 - 2018
RA006417,DEGREE,EDD_702J_1,Doctor of Education,2009 - 2017
RA006418,DEGREE,456B_2,Career & Tech Edu Bus Fin & Info Tech Edu (GC),2019 - 9999
RA006419,DEGREE,MA_454G_1,Master of Arts,2019 - 2022
RA006420,DEGREE,MBA_305J,Master of Business Administration,2023 - 9999
RA006421,DEGREE,MBA_305J_2,Master of Business Administration,2023 - 9999
RA006422,DEGREE,EDD_702F_1,Doctor of Education,2019 - 9999
RA006423,CONC,478C,Conc in Special Education (Adapted),2023 - 9999
RA006424,DEGREE,MLS_465A_1,Master of Library Science,2019 - 2022
RA006425,DEGREE,MS_304G,Master of Science,2023 - 9999
RA006426,CONC,121C,Concentration in Earth Systems Science,2024 - 2024
RA006427,DEGREE,GCERT_446A_1,Graduate Certificate,2021 - 2021
RA006428,DEGREE,GCERT_446A_1,Graduate Certificate,2022 - 2022
RA006429,DEGREE,GCERT_446A_1,Graduate Certificate,2018 - 2020
RA006430,DEGREE,EDS_428A_1,Education Specialist,2019 - 9999
RA006431,DEGREE,GCERT_431A_1,Graduate Certificate,2021 - 2022
RA006432,DEGREE,EDD_702H_1,Doctor of Education,2019 - 9999
RA006433,DEGREE,MLS_465A_3,Master of Library Science,2023 - 9999
RA006434,DEGREE,MLS_465A_3,Master of Library Science,2019 - 2022
RA006435,DEGREE,BS_478B_2,Special Education General Curriculum K-12 (BS),2015 - 2015
RA006436,DEGREE,MS_821A_1,Master of Science,2023 - 9999
RA006437,DEGREE,MS_821A_1,Master of Science,2019 - 2021
RA006438,DEGREE,MA_400D_1,Master of Arts,2022 - 2022
RA006439,DEGREE,GCERT_720A_1,Graduate Certificate,2020 - 2022
RA006440,DEGREE,GCERT_719A_1,Graduate Certificate,2020 - 2022
RA006441,DEGREE,MSA_433A_1,Master of School Administration,2023 - 9999
RA006442,DEGREE,MSA_433A_1,Master of School Administration,2019 - 2022
RA006443,DEGREE,EDD_702D_1,Doctor of Education,2019 - 2022
RA006444,DEGREE,GCERT_473A_1,Graduate Certificate,2021 - 2022
RA006445,DEGREE,EDD_702I_1,Doctor of Education,2019 - 9999
RA006446,OTHER,Z304D_258A,Dual Degree MSADA & MA in IO Psych & HR Management,2022 - 2024
RA006447,DEGREE,MSW_135C_2,Master of Social Work,2019 - 9999
RA006448,DEGREE,MA_468A_1,Master of Arts,2019 - 2022
RA006449,MAJOR,517A,Major in Communication (Journalism),2019 - 9999
RA006450,CONC,558V,Conc in Performance/Voice,2022 - 9999
RA006451,CONC,558C,Conc in Performance/Cello,2022 - 9999
RA006452,CONC,558W,Conc in Collaborative Piano,2022 - 9999
RA006453,CONC,558O,Conc in Performance/String Bass,2022 - 9999
RA006454,CONC,558T,Conc in Performance/Viola,2022 - 9999
RA006455,CONC,558U,Conc in Performance/Violin,2022 - 9999
RA006456,DEGREE,MMT_560A_1,Master of Music Therapy,2019 - 2019
RA006457,DEGREE,MMT_560A_1,Master of Music Therapy,2020 - 9999
RA006458,MAJOR,585A,Major in Communication Studies,2024 - 2024
RA006459,DEGREE,BS_585A,Communication Studies (BS),2024 - 9999
RA006460,MAJOR,988A,Digital Journalism,2024 - 2024
RA006461,MAJOR,987A,Electronic Media/Broadcasting,2024 - 2024
RA006462,MAJOR,830A,Major in Public Health,2024 - 2024
RA006463,MINOR,830,Minor in Public Health,2024 - 9999
RA006464,MINOR,575,Minor in Recreation Management,2024 - 2024
RA006465,MAJOR,118A,Major in Fermentation Sciences,2024 - 2024
RA006466,MAJOR,601A,Major in Global Studies,2024 - 2024
RA006467,MAJOR,923A,Veterinary Technology,2024 - 2024
RA006468,MAJOR,290A,Major in Sociology (BA),2024 - 2024
RA006469,DEGREE,314A,Cybersecurity (GC),2024 - 9999
RA006470,DEGREE,BS_314A,Cybersecurity (BS),2024 - 9999
RA006471,OTHER,CYBELEC,Cybersecurity Electives,2024 - 2024
RA006472,MAJOR,314A,Major in Cybersecurity,2024 - 9999
RA006473,MAJOR,511A,Major in Graphic Design,2024 - 2024
RA006474,MAJOR,219A,Major in Computer Science,2024 - 2024
RA006475,CONC,259F,Conc in Secondary Education,2024 - 9999
RA006476,CONC,270E,Physics Astronomy Concentration,2024 - 9999
RA006477,CONC,BIO,Conc in Biology (SAC),2024 - 9999
RA006478,MINOR,207,Minor in Astronomy,2024 - 9999
RA006479,CONC,470B,Conc in Mid Grades Language Arts,2024 - 9999
RA006480,CONC,121F,Concentration in Natural Resources,2024 - 2024
RA006481,CONC,142B,Conc in Cell/Molecular Biology,2024 - 2024
RA006482,CONC,142D,Conc in Secondary Education,2024 - 2024
RA006483,CONC,142E,Conc in Biology Integrative Biology (BS),2024 - 9999
RA006484,CONC,259C,Concentration in Environmental Geology,2024 - 2024
RA006485,CONC,259G,Conc in Earth/Env Science Sec Edu,2024 - 2024
RA006486,CONC,456E,Conc in Tech Engineering & Design Education,2024 - 9999
RA006487,CONC,456F,Conc in Trade & Industry Education,2024 - 9999
RA006489,CONC,567E,Conc in Clinical Exercise Physiology,2024 - 9999
RA006490,CONC,577B,Concentration in Architectural Tech & Design,2024 - 2024
RA006491,CONC,577C,Concentration in Construction Management,2024 - 2024
RA006492,CONC,577D,Concentration in Sustainable Bldg Systems,2024 - 2024
RA006493,CONC,PHY,Conc in Physics (SAC),2024 - 9999
RA006494,MAJOR,269A,Major in Physics (BA),2024 - 9999
RA006495,MAJOR,270*,Major in Physics (BS),2024 - 9999
RA006497,MAJOR,571A,Major in Sustainable Technology,2024 - 2025
RA006498,MAJOR,578A,Major in Appropriate Technology,2024 - 9999
RA006499,MINOR,270,Minor in Physics,2024 - 2024
RA006500,MINOR,273,Physics Minor for Secondary Education Majors,2024 - 9999
RA006501,MAJOR,563A,Major in Nursing (RN to BSN),2024 - 2024
RA006502,OTHER,BSNCORE,RN to BSN Required Core,2024 - 9999
RA006503,CONC,214B,Conc in Certified Chemist,2024 - 9999
RA006504,CONC,214D,Conc in Marketing & Business,2024 - 9999
RA006505,CONC,214F,Conc in Chemistry (Individually Designed),2024 - 9999
RA006506,CONC,214G,Conc in Environmental Chemistry,2024 - 9999
RA006507,CONC,214H,Concentration in Forensic Science,2024 - 9999
RA006508,CONC,214I,Conc in Fermentation Sciences,2024 - 9999
RA006509,CONC,214J,Conc in Secondary Education,2024 - 9999
RA006510,CONC,259E,Conc in Quantitative Geoscience,2024 - 2024
RA006511,MAJOR,119A,Major in Geology,2024 - 2024
RA006512,MAJOR,121A,Major in Environmental Science,2024 - 9999
RA006513,MAJOR,216A,Major in Chemistry,2024 - 9999
RA006514,MAJOR,244A,Major in Geology,2024 - 2024
RA006515,OTHER,PROFEDU,Professional Education Requirements,2024 - 9999
RA006516,MAJOR,478*,Major in Special Education,2024 - 2024
RA006517,MINOR,487,Minor in Special Education,2024 - 9999
RA006518,MAJOR,441A,Major in Elementary Education,2024 - 2025
RA006519,CONC,456H,Conc in Agriculture Education,2024 - 9999
RA006520,CONC,456B,Conc in Business Finance & Info Tech Education,2024 - 9999
RA006521,CONC,456C,Conc in Business Marketing & Entrepreneurship,2024 - 9999
RA006522,CONC,456D,Conc in Family & Consumer Sciences Education,2024 - 9999
RA006523,MINOR,597,Minor in Graphic Communications Management,2024 - 9999
RA006524,MAJOR,617A,Zero Energy Residential Construction,2024 - 9999
RA006525,DEGREE,UCERT_617A,Certificate in Zero Energy Residential Con,2024 - 9999
RA006526,CONC,840D,Concentration in Nutrition and Wellness,2024 - 9999
RA006527,DEGREE,BS_567F,Exercise Science Applied Exercise Physiology (BS),2024 - 2025
RA006528,DEGREE,567F,Exercise Science Applied Exercise Physiology (GC),2024 - 2025
RA006529,DEGREE,567G,Exercise Science General (GC),2024 - 2025
RA006530,DEGREE,BS_567G,Exercise Science Exercise Science General (BS),2024 - 2025
RA006531,DEGREE,BM_554J,Music Perf Jazz (BM),2024 - 9999
RA006532,DEGREE,554J,Music Perf Jazz (GC),2024 - 9999
RA006533,DEGREE,BA_233F,English Rhetoric and Technical Writing (BA),2024 - 9999
RA006534,DEGREE,233F,English Rhetoric and Technical Writing (GC),2024 - 9999
RA006535,DEGREE,BS_121E,Environ Science Quantitative Environ Science (BS),2024 - 9999
RA006536,DEGREE,121E,Environ Science Life Science (GC),2024 - 9999
RA006537,DEGREE,BS_121F,Environ Science Natural Resources (BS),2024 - 9999
RA006538,DEGREE,121F,Environ Science Natural Resources (GC),2024 - 9999
RA006539,DEGREE,272N,Political Science Legal Studies (GC),2024 - 9999
RA006540,DEGREE,BS_272N,Political Science Legal Studies (BS),2024 - 9999
RA006541,CONC,567F,Exercise Science-Applied Exercise Physiology,2024 - 9999
RA006542,MAJOR,567*,Major in Exercise Science,2024 - 2025
RA006543,CONC,567D,Exercise Science-Strength and Conditioning,2024 - 9999
RA006544,CONC,567G,Exercise Science-General,2024 - 2024
RA006545,MAJOR,846A,Health Sciences,2024 - 2024
RA006546,MINOR,519,Minor in Exercise Science,2024 - 2025
RA006547,MAJOR,820A,Major in Communication Sciences & Disorders,2024 - 2024
RA006548,MINOR,820,Minor in Communication Sciences & Disorders,2024 - 2024
RA006549,MAJOR,553A,Major in Music Therapy,2024 - 2024
RA006550,DEGREE,BS_846A,Health Sciences (BS),2024 - 9999
RA006551,DEGREE,846A,Health Sciences (GC),2024 - 9999
RA006552,CONC,554E,Conc in Instrument/Bassoon,2024 - 9999
RA006553,CONC,554F,Conc in Instrument/Cello,2024 - 9999
RA006554,CONC,554G,Conc in Instrument/Clarinet,2024 - 9999
RA006555,CONC,554Z,Conc in Instrument/Euphonium,2024 - 9999
RA006556,CONC,554H,Conc in Instrument/Flute,2024 - 9999
RA006557,CONC,554I,Conc in Instrument/French Horn,2024 - 9999
RA006558,CONC,554K,Conc in Instrument/Guitar,2024 - 9999
RA006559,CONC,554L,Conc in Instrument/Harp,2024 - 9999
RA006560,CONC,554M,Conc in Instrument/Oboe,2024 - 9999
RA006561,CONC,554O,Conc in Instrument/Percussion,2024 - 9999
RA006562,CONC,554N,Conc in Instrument/Organ,2024 - 9999
RA006563,CONC,554Y,Concentration in Voice,2024 - 9999
RA006564,CONC,554X,Conc in Instrument/Violin,2024 - 9999
RA006565,CONC,554W,Conc in Instrument/Viola,2024 - 9999
RA006566,CONC,554V,Conc in Instrument/Tuba,2024 - 9999
RA006567,CONC,554U,Conc in Instrument/Trumpet,2024 - 9999
RA006568,CONC,554T,Conc in Instrument/Trombone,2024 - 9999
RA006569,CONC,554R,Conc in Instrument/String Bass,2024 - 9999
RA006570,CONC,554Q,Conc in Instrument/Saxophone,2024 - 9999
RA006571,CONC,554P,Conc in Instrument/Piano,2024 - 9999
RA006572,MAJOR,554*,Major in Music Performance,2024 - 2024
RA006573,CONC,554J,Music Performance Jazz Concentration,2024 - 9999
RA006574,MAJOR,208A,Major in Biology,2024 - 2024
RA006575,MINOR,307,Cybersecurity,2024 - 9999
RA006576,DEGREE,MA_712A_1,Master of Arts,2021 - 2022
RA006577,MINOR,341,Innovation and Entrepreneurial Studies,2024 - 9999
RA006578,MINOR,345,Innovation and Entrepreneurship Minor,2024 - 9999
RA006579,CONC,233F,Conc in Rhetoric and Technical Writing,2024 - 2024
RA006580,MINOR,925,Rhetoric and Technical Writing Minor,2024 - 9999
RA006581,MAJOR,259*,Major in Geology,2024 - 9999
RA006582,CONC,259D,Concentration in Paleontology,2024 - 2024
RA006583,DEGREE,MSA_433A_3,Master of School Administration,2022 - 9999
RA006584,DEGREE,EDD_702I_1,Doctor of Education,2016 - 2017
RA006585,CONC,272N,Conc in Legal Studies,2024 - 2024
RA006586,MAJOR,271A,Major in Political Science (BA),2024 - 2024
RA006587,MAJOR,272*,Major in Political Science (BS),2024 - 9999
RA006588,CONC,272D,Conc in Int'l & Comparative Politics,2024 - 2024
RA006589,CONC,272M,Concentration in Public Admin / TACCM,2024 - 2024
RA006590,MAJOR,220A,Major in Criminal Justice,2024 - 9999
RA006591,MINOR,926,Latine/x & Latin American Studies,2024 - 9999
RA006592,MINOR,133,Minor in Arabic,2024 - 9999
RA006593,CONC,136D,Conc in East Asian Languages & Cultures,2024 - 9999
RA006594,CONC,136F,Conc in Spanish & Hispanic Studies,2024 - 2024
RA006595,CONC,136B,Conc in French & Francophone Studies,2024 - 9999
RA006596,CONC,136E,Conc in German,2024 - 9999
RA006597,CONC,137C,Conc in Spanish Education (K-12),2024 - 2024
RA006598,CONC,137B,Conc in French & Francophone Studies K-12,2024 - 9999
RA006599,MINOR,844,Minor in Spanish for the Health and Helping Prof,2024 - 9999
RA006600,MAJOR,101A,Major in Philosophy,2024 - 2024
RA006601,MINOR,995,Philosophy Politics & Economics,2024 - 9999
RA006602,MINOR,996,Philosophy & Religious Studies,2024 - 9999
RA006603,MAJOR,102A,Major in Religious Studies,2024 - 2025
RA006604,CONC,142C,Conc in Ecology Evol & Environmental Biology,2024 - 2024
RA006605,OTHER,BIO142E,Integrative Biology Concentration Electives,2024 - 2024
RA006606,CONC,121E,Environ Sci Quantitative Env Science,2024 - 2024
RA006607,OTHER,ENV121C,Earth Systems Science Electives,2024 - 9999
RA006608,OTHER,ENV121F,Natural Resource Electives,2024 - 2024
RA006609,MAJOR,585A,Major in Communication Studies,2020 - 2022
RA006610,MAJOR,702*,Major in Educational Leadership,2024 - 9999
RA006611,CONC,702D,Conc in Educational Administration,2024 - 9999
RA006612,CONC,702F,Conc in Higher Education,2024 - 9999
RA006613,CONC,702H,Conc in Instructional Technology Leadership,2024 - 9999
RA006614,CONC,702J,Conc in Interdisciplinary Studies,2024 - 9999
RA006615,CONC,702I,Conc in Literacy in Exceptionalities,2024 - 9999
RA006616,OTHER,Z702D_428A,Dual Degree EDD in Ed Admin & EDS in Ed Admin,2024 - 9999
RA006617,MAJOR,715A,Major in Psychology,2024 - 2024
RA006618,CONC,841B,Concentration in Dietetics,2024 - 9999
RA006619,CONC,841C,Concentration in Public Health Nutrition,2024 - 9999
RA006620,MAJOR,821A,Major in Speech-Language Pathology,2024 - 9999
RA006621,MAJOR,842*,Major in Exercise Science,2024 - 2025
RA006622,CONC,842E,Conc in Clinical Exercise Physiology,2024 - 2025
RA006623,CONC,842B,Conc in Research,2024 - 2025
RA006624,CONC,842D,Conc in Strength and Conditioning,2024 - 2025
RA006625,MAJOR,132A,Cert in Rhetoric & Composition,2024 - 9999
RA006626,MAJOR,476A,Major in Special Education,2024 - 9999
RA006627,CONC,302C,Conc in General Accounting,2024 - 9999
RA006628,MAJOR,720A,Cert in Special Education,2024 - 2024
RA006629,MAJOR,472*,Major in Middle Grades Education,2024 - 9999
RA006630,MAJOR,446A,Cert in Middle & Secondary Education,2024 - 2024
RA006631,MAJOR,232*,Major in English,2024 - 9999
